Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target,Year_survey,Age_survey
4,studying,582.0,Urban,Limpopo,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,70 - 79 %,50 - 59 %,40 - 49 %,1,1,2004,2,0,2023,19
4,unemployed,1163.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,unemployed,1497.0,Urban,Free State,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,4,0,2023,26
3,wage employed,582.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1988,7,0,2022,34
3,unemployed,1313.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1995,9,0,2022,27
3,other,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,12,1,2022,23
4,studying,582.0,Urban,Free State,1.0,1.0,0.0,1.0,80 - 100 %,40 - 49 %,60 - 69 %,50 - 59 %,80 - 100 %,0,1,2000,1,0,2023,23
3,unemployed,614.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,1,0,2022,23
3,unemployed,828.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1986,11,0,2022,36
2,wage employed,75.0,Urban,Free State,1.0,0.0,0.0,4.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,7,0,2022,20
4,unemployed,5.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1993,11,0,2023,30
4,unemployed,311.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,1,0,2022,19
2,unemployed,2801.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,50 - 59 %,40 - 49 %,60 - 69 %,50 - 59 %,0 - 29 %,0,1,1986,4,1,2022,36
2,unemployed,1168.0,Suburb,Gauteng,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,12,0,2022,23
4,unemployed,432.0,Urban,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1995,12,0,2023,28
4,unemployed,64.0,Urban,Mpumalanga,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,9,0,2023,25
4,unemployed,795.0,Suburb,Limpopo,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1991,5,0,2023,32
3,wage employed,582.0,Rural,Mpumalanga,1.0,0.0,0.0,4.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,8,0,2022,25
2,unemployed,1066.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,0.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1992,8,1,2022,30
1,wage employed,0.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,9,0,2021,29
4,unemployed,36.0,Urban,Limpopo,1.0,1.0,0.0,2.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1999,4,0,2023,24
2,wage employed,760.0,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,unemployed,1407.0,Rural,North West,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,11,0,2023,27
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,1,0,2023,22
3,other,582.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,2,1,2022,31
3,self employed,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,8,0,2022,20
4,wage employed,183.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,1,0,2023,21
4,unemployed,61.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1997,7,1,2023,26
4,wage employed,1035.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,8,0,2023,31
4,wage employed,608.0,Urban,North West,1.0,0.0,1.0,3.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1996,1,0,2023,27
4,wage employed,396.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,wage employed,245.0,Urban,Free State,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,8,0,2023,26
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,50 - 59 %,40 - 49 %,40 - 49 %,50 - 59 %,40 - 49 %,0,1,1996,6,1,2023,27
4,wage employed,1558.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,1,1,2023,27
2,unemployed,789.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,3,0,2022,23
3,other,582.0,Rural,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,4,1,2022,30
3,unemployed,5.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,10,0,2022,24
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
2,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
3,unemployed,309.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,0 - 29 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,7,0,2022,27
4,studying,582.0,Urban,Mpumalanga,1.0,0.0,0.0,0.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,4,0,2023,22
4,unemployed,398.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2004,6,0,2023,19
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,50 - 59 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,1,2022,22
4,studying,582.0,Suburb,Gauteng,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,3,0,2023,30
4,unemployed,1132.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,60 - 69 %,50 - 59 %,70 - 79 %,30 - 39 %,1,1,1991,6,0,2023,32
4,studying,582.0,Urban,Limpopo,1.0,1.0,0.0,3.0,60 - 69 %,40 - 49 %,60 - 69 %,50 - 59 %,60 - 69 %,0,1,1999,3,0,2023,24
4,unemployed,401.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1989,3,0,2023,34
2,unemployed,56.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
1,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2000,2,0,2021,21
4,unemployed,735.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1994,1,0,2023,29
2,self employed,728.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1986,3,1,2022,36
3,other,582.0,Urban,Limpopo,1.0,1.0,0.0,2.0,30 - 39 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,0,1,1994,3,1,2022,28
2,wage employed,3014.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1981,10,1,2022,41
4,unemployed,1492.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,5,0,2023,24
2,unemployed,366.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,11,0,2022,25
4,studying,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,6,1,2023,23
4,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,70 - 79 %,0,1,2001,5,0,2023,22
4,unemployed,311.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
1,wage employed,0.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,30 - 39 %,50 - 59 %,30 - 39 %,1,1,1986,11,0,2021,35
3,other,582.0,Urban,Gauteng,1.0,1.0,0.0,2.0,40 - 49 %,40 - 49 %,70 - 79 %,50 - 59 %,60 - 69 %,0,1,1998,12,1,2022,24
2,unemployed,122.0,Urban,Gauteng,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,11,0,2022,26
4,unemployed,36.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,7,0,2023,20
4,unemployed,95.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,2,0,2023,26
4,unemployed,2526.0,Urban,Gauteng,1.0,0.0,0.0,3.0,60 - 69 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,11,1,2023,26
2,unemployed,443.0,Urban,Western Cape,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2023,23
2,unemployed,264.0,Suburb,North West,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
2,unemployed,1191.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,5,0,2022,23
4,unemployed,153.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,6,1,2023,24
3,other,582.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,3.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,9,1,2022,27
4,wage employed,212.0,Rural,Limpopo,1.0,0.0,0.0,1.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,0,1,2000,1,0,2023,23
2,unemployed,74.0,Urban,Eastern Cape,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
2,studying,582.0,Suburb,Eastern Cape,1.0,0.0,0.0,2.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1999,1,0,2023,24
3,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,50 - 59 %,40 - 49 %,70 - 79 %,50 - 59 %,60 - 69 %,1,1,2000,11,0,2022,22
4,employment programme,1918.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1989,3,0,2023,34
4,unemployed,1160.0,Urban,Limpopo,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,6,0,2023,25
1,unemployed,411.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,1,1,2021,26
3,unemployed,278.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,10,0,2022,23
4,unemployed,2835.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1989,4,0,2023,34
3,other,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,5,1,2022,22
4,unemployed,184.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2023,23
4,unemployed,704.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,3,0,2023,28
1,wage employed,0.0,Rural,Eastern Cape,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,4,0,2021,23
4,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,9,0,2023,29
4,unemployed,128.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1994,8,0,2023,29
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,9,1,2022,22
4,unemployed,2958.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,3,0,2023,31
4,studying,582.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,5,0,2023,24
4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2003,3,0,2023,20
4,unemployed,1160.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,unemployed,36.0,Urban,North West,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,9,0,2023,28
2,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,1,2022,22
4,wage employed,184.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,0,2023,23
4,unemployed,401.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,60 - 69 %,30 - 39 %,0,1,2000,3,0,2023,23
3,other,582.0,Urban,Mpumalanga,1.0,0.0,0.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,2000,1,1,2022,22
3,other,582.0,Urban,Mpumalanga,1.0,0.0,0.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1993,2,1,2022,29
2,unemployed,438.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1994,11,0,2022,28
2,unemployed,426.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,4,0,2022,21
4,unemployed,370.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,1,0,2023,27
3,other,582.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1994,4,1,2022,28
4,unemployed,2256.0,Urban,Western Cape,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,9,0,2023,23
2,unemployed,790.0,Urban,Eastern Cape,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,5,0,2022,21
3,unemployed,583.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,2,0,2022,22
4,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,9,0,2023,21
3,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,9,0,2022,20
4,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,8,0,2023,26
3,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2002,12,0,2022,20
2,unemployed,843.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,unemployed,370.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,4,0,2023,26
4,wage employed,153.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,70 - 79 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,10,0,2023,21
4,self employed,582.0,Urban,Western Cape,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,5,1,2023,21
4,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,60 - 69 %,40 - 49 %,50 - 59 %,50 - 59 %,50 - 59 %,1,1,2000,1,0,2023,23
1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1996,12,0,2021,25
2,unemployed,463.0,Urban,Northern Cape,1.0,0.0,0.0,4.0,0 - 29 %,50 - 59 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,0,2022,22
3,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,0 - 29 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,11,0,2022,22
4,studying,582.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2004,7,0,2023,19
3,unemployed,217.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,2,0,2022,22
2,unemployed,217.0,Urban,Western Cape,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,10,0,2022,27
2,unemployed,95.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,9,0,2022,25
4,unemployed,1890.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1997,12,0,2023,26
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,3,0,2023,21
2,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,6,0,2022,20
2,unemployed,406.0,Rural,Limpopo,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,12,1,2022,24
2,unemployed,1160.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
1,studying,582.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,1,1,2000,12,0,2021,21
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,3,0,2023,22
4,studying,582.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,8,0,2023,24
4,unemployed,615.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,8,0,2023,26
2,unemployed,1141.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
2,unemployed,915.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,1,2022,22
2,unemployed,795.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,3.0,0 - 29 %,0 - 29 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,studying,582.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1993,12,0,2023,30
2,unemployed,1070.0,Rural,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
4,wage employed,31.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,4,0,2023,29
4,wage employed,28.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,wage employed,28.0,Urban,Northern Cape,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,9,0,2023,20
4,studying,582.0,Rural,North West,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
2,self employed,2384.0,Suburb,Limpopo,1.0,1.0,0.0,3.0,70 - 79 %,40 - 49 %,60 - 69 %,50 - 59 %,50 - 59 %,0,1,1991,6,1,2022,31
4,wage employed,273.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,5,0,2023,25
3,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,0 - 29 %,1,1,1998,9,0,2022,24
2,wage employed,182.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,1,0,2022,27
4,wage employed,1065.0,Urban,Western Cape,1.0,0.0,1.0,1.0,60 - 69 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1994,1,0,2023,29
3,unemployed,401.0,Rural,Eastern Cape,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1999,6,0,2022,23
2,unemployed,838.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,1,0,2022,21
4,wage employed,92.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
1,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,12,1,2021,26
